id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
7850-VWJUU,Qadın,0,Yox,Yox,23,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,75.0,1778.5,Yox,Hə Hə
3774-VBNXY,Qadın,0,Hə,Hə,64,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.2,1277.75,Yox,Hə Yox
6217-KDYWC,Kişi,0,Yox,Hə,57,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,19.6,1170.55,Yox,Hə Hə
0390-DCFDQ,Qadın,1,Hə,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,70.45,70.45,Hə,Hə Hə
3146-MSEGF,Qadın,1,Hə,Hə,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,88.05,6425.65,Yox,Hə Hə
4080-OGPJL,Qadın,0,Yox,Yox,8,Hə,Hə,DSL,Hə,Yox,Yox,Hə,Yox,Hə,ayliq,Yox,elektronik cek,71.15,563.65,Hə,Hə Yox
1095-WGNGG,Qadın,0,Hə,Yox,61,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,2illik,Hə,bank transfer,101.05,5971.25,Yox,Hə Hə
2636-SJDOU,Kişi,0,Yox,Yox,64,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Yox,Yox,illik,Hə,kredit karti,84.3,5289.05,Yox,Hə Hə
1131-QQZEB,Kişi,1,Hə,Yox,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,23.95,1756.2,Yox,Hə Yox
5716-EZXZN,Qadın,0,Hə,Hə,65,Hə,Hə,Fiber optic,Hə,Hə,Yox,Hə,Hə,Yox,2illik,Hə,kredit karti,99.05,6416.7,Yox,Hə Hə
6837-BJYDQ,Kişi,0,Yox,Yox,3,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.6,61.35,Yox,Hə Yox
2135-RXIHG,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,45.65,45.65,Hə,Hə Hə
6440-DKQGE,Kişi,0,Yox,Hə,30,Hə,Yox,DSL,Yox,Hə,Hə,Yox,Hə,Yox,illik,Yox,kredit karti,64.5,1929.95,Yox,Hə Yox
3466-BYAVD,Kişi,0,Hə,Hə,15,Hə,Yox,DSL,Yox,Hə,Hə,Hə,Yox,Hə,ayliq,Hə,mail cek,69.5,1071.4,Yox,Hə Hə
3780-YVMFA,Qadın,0,Hə,Hə,8,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,68.55,564.35,Yox,Hə Hə
3874-EQOEP,Kişi,0,Yox,Yox,7,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Yox,mail cek,95.0,655.5,Hə,Hə Yox
1679-JRFBR,Qadın,0,Hə,Hə,70,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,illik,Hə,kredit karti,108.15,7930.55,Yox,Hə Hə
9073-ZZIAY,Kişi,0,Hə,Hə,62,Hə,Yox,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,elektronik cek,86.1,5215.25,Yox,Hə Yox
3077-RSNTJ,Qadın,0,Hə,Hə,6,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.7,113.5,Yox,Hə Yox
6551-GNYDG,Qadın,0,Hə,Hə,14,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,bank transfer,80.9,1152.8,Yox,Hə Hə
9167-APMXZ,Qadın,0,Yox,Yox,22,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,84.15,1821.95,Yox,Hə Hə
2749-CTKAJ,Kişi,0,Hə,Hə,22,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,20.15,419.9,Yox,Hə Yox
6371-NZYEG,Kişi,0,Hə,Hə,16,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Hə,Yox,2illik,Yox,mail cek,64.25,1024,Yox,Hə Yox
7554-NEWDD,Kişi,0,Yox,Yox,10,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,25.7,251.6,Yox,Hə Yox
8992-VONJD,Qadın,0,Yox,Hə,13,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,56.0,764.55,Yox,Hə Hə
0867-MKZVY,Qadın,0,Hə,Yox,20,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,82.4,1592.35,Hə,Hə Yox
4482-EWFMI,Qadın,0,Yox,Yox,2,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.7,135.2,Yox,Hə Hə
4648-YPBTM,Kişi,0,Yox,Yox,53,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Yox,Hə,2illik,Hə,bank transfer,73.9,3958.25,Yox,Hə Hə
2907-ILJBN,Qadın,0,Hə,Hə,11,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,20.6,233.9,Yox,Hə Yox
6345-FZOQH,Kişi,0,Hə,Yox,69,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.9,1363.45,Yox,Hə Yox
3376-BMGFE,Qadın,0,Yox,Yox,4,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,70.9,273,Hə,Hə Hə
5997-OPVFA,Kişi,0,Hə,Yox,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,89.05,6254.45,Yox,Hə Hə
3445-HXXGF,Kişi,1,Hə,Yox,58,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,45.3,2651.2,Hə,Yox Hə
1159-WFSGR,Qadın,0,Hə,Hə,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,20.4,321.4,Yox,Hə Yox
7654-YWJUF,Kişi,0,Hə,Yox,43,Hə,Yox,Fiber optic,Hə,Yox,Hə,Hə,Yox,Yox,illik,Hə,bank transfer,84.25,3539.25,Yox,Hə Hə
1875-QIVME,Qadın,0,Hə,Yox,2,Hə,Hə,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,elektronik cek,104.4,242.8,Hə,Hə Hə
6727-IOTLZ,Kişi,0,Hə,Yox,14,Hə,Yox,DSL,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Yox,mail cek,81.95,1181.75,Yox,Hə Yox
0691-JVSYA,Qadın,0,Hə,Yox,53,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,bank transfer,94.85,5000.2,Hə,Hə Hə
5918-VUKWP,Qadın,0,,Yox,32,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,20.55,654.55,Yox,Hə Yox
1744-JHKYS,Qadın,0,Hə,Yox,34,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,24.7,780.2,Yox,Hə Yox
2656-FMOKZ,Qadın,1,Yox,Yox,15,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,74.45,1145.7,Hə,Hə Hə
2070-FNEXE,Qadın,1,Yox,Yox,7,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,bank transfer,76.45,503.6,Hə,Hə Yox
5947-SGKCL,Qadın,0,Hə,Hə,15,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,bank transfer,105.35,1559.25,Yox,Hə Hə
3712-PKXZA,Kişi,0,Hə,Yox,61,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,kredit karti,20.55,1252,Yox,Hə Hə
6317-YPKDH,Qadın,0,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,bank transfer,29.95,29.95,Hə,Yox Yox
6582-OIVSP,Qadın,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,45.3,45.3,Yox,Hə Yox
9367-WXLCH,Kişi,0,Yox,Yox,8,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,bank transfer,84.5,662.65,Hə,Hə Yox
5524-KHNJP,Kişi,0,Hə,Hə,33,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Hə,Hə,illik,Yox,kredit karti,74.75,2453.3,Yox,Hə Yox
1918-ZBFQJ,Qadın,0,Yox,Yox,13,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,79.25,1111.65,Hə,Hə Hə
1024-GUALD,Qadın,0,Hə,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,24.8,24.8,Hə,Yox Hə
4827-USJHP,Kişi,0,Yox,Yox,20,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,51.8,1023.85,Yox,Hə Hə
8167-GJLRN,Kişi,0,Yox,Yox,3,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Yox,elektronik cek,30.4,82.15,Yox,Yox Yox
0956-SYCWG,Qadın,0,Yox,Yox,13,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,elektronik cek,19.65,244.8,Yox,Hə Yox
8017-UVSZU,Qadın,0,Hə,Yox,40,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,56.6,2379.1,Yox,Hə Yox
7100-FQPRV,Kişi,0,Hə,Hə,43,Hə,Hə,DSL,Hə,Yox,Yox,Hə,Yox,Hə,illik,Hə,kredit karti,71.9,3173.35,Yox,Hə Hə
2472-OVKUP,Kişi,0,Hə,Yox,6,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,91.0,531,Hə,Hə Hə
2984-RGEYA,Qadın,0,Hə,Hə,69,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,19.75,1375.4,Yox,Hə Yox
9680-NIAUV,Qadın,0,Hə,Hə,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,2illik,Yox,kredit karti,109.7,8129.3,Yox,Hə Yox
2146-EGVDT,Kişi,0,Hə,Hə,59,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.3,1192.7,Yox,Hə Yox
2604-IJPDU,Qadın,0,Hə,Yox,20,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Hə,Yox,ayliq,Hə,elektronik cek,96.55,1901.65,Yox,Hə Hə
9178-JHUVJ,Kişi,0,Hə,Hə,24,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,24.1,587.4,Yox,Hə Hə
6168-YBYNP,Kişi,0,Yox,Yox,59,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,ayliq,Hə,elektronik cek,111.35,6519.75,Yox,Hə Hə
7255-SSFBC,Kişi,0,Hə,Hə,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,112.25,8041.65,Yox,Hə Hə
3645-DEYGF,Kişi,0,Yox,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.75,20.75,Yox,Hə Yox
9323-HGFWY,Qadın,0,Hə,Yox,27,Hə,Yox,Fiber optic,Hə,Yox,Yox,Hə,Hə,Hə,illik,Hə,kredit karti,101.9,2681.15,Yox,Hə Hə
8544-GOQSH,Qadın,0,Yox,Yox,14,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Yox,Yox,ayliq,Hə,kredit karti,80.05,1112.3,Yox,Hə Hə
3363-DTIVD,Kişi,0,Hə,Hə,71,Hə,Hə,Fiber optic,Hə,Yox,Hə,Yox,Hə,Hə,2illik,Yox,elektronik cek,105.55,7405.5,Yox,Hə Yox
7018-WBJNK,Kişi,0,Yox,Hə,13,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,kredit karti,78.3,1033.95,Yox,Hə Hə
9142-KZXOP,Kişi,0,Yox,Yox,44,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,68.85,2958.95,Yox,Hə Yox
7674-YTAFD,Qadın,0,Yox,Yox,33,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Yox,Yox,illik,Hə,bank transfer,79.95,2684.85,Yox,Hə Hə
6348-SNFUS,Kişi,0,Hə,Hə,72,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Hə,Yox,Hə,2illik,Hə,kredit karti,55.45,4179.2,Yox,Yox Hə
1285-OKIPP,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,79.9,79.9,Hə,Hə Yox
7825-ECJRF,Qadın,0,Yox,Yox,19,Hə,Yox,Fiber optic,Hə,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,elektronik cek,106.6,1934.45,Hə,Hə Hə
1347-KTTTA,Kişi,0,Hə,Yox,64,Hə,Yox,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,illik,Hə,kredit karti,102.45,6654.1,Yox,Hə Hə
7841-TZDMQ,Kişi,0,Yox,Yox,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,46.0,84.5,Hə,Hə Hə
4195-NZGTA,Qadın,0,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,25.25,25.25,Yox,Yox Yox
7157-SMCFK,Kişi,0,Yox,Hə,61,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.75,1124.2,Yox,Hə Yox
4709-LKHYG,Qadın,0,Hə,Hə,29,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,elektronik cek,20.0,540.05,Yox,Hə Yox
2504-DSHIH,Kişi,1,Hə,Yox,23,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,86.8,1975.85,Yox,Hə Yox
0699-NDKJM,Qadın,0,Hə,Yox,57,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,bank transfer,58.75,3437.45,Yox,Yox Hə
9286-BHDQG,Kişi,0,Hə,Hə,72,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Yox,kredit karti,45.25,3139.8,Yox,Yox Yox
0230-WEQUW,Kişi,0,Hə,Yox,66,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Hə,Hə,Yox,2illik,Hə,bank transfer,56.6,3789.2,Yox,Yox Hə
2040-LDIWQ,Kişi,0,Hə,Hə,65,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,84.2,5324.5,Yox,Hə Hə
6496-JDSSB,Qadın,0,Yox,Yox,8,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,80.0,624.6,Yox,Hə Hə
9408-SSNVZ,Qadın,0,Yox,Yox,4,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.15,268.35,Hə,Hə Hə
4443-EMBNA,Qadın,0,Hə,Yox,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,24.75,1836.9,Yox,Hə Yox
6469-MRVET,Kişi,0,Hə,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,elektronik cek,20.2,20.2,Yox,Hə Hə
0742-MOABM,Kişi,0,Hə,Yox,4,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Yox,mail cek,50.05,179.35,Hə,Hə Yox
5961-VUSRV,Qadın,0,Yox,Yox,12,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,bank transfer,19.35,219.35,Yox,Hə Hə
6778-JFCMK,Kişi,0,Yox,Yox,24,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Yox,Yox,Hə,Hə,illik,Hə,mail cek,50.6,1288.75,Yox,Yox Hə
6341-JVQGF,Qadın,0,Hə,Hə,31,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Hə,Hə,illik,Hə,mail cek,81.15,2545.75,Yox,Hə Hə
2232-DMLXU,Qadın,0,Hə,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,mail cek,55.2,55.2,Hə,Hə Yox
4811-JBUVU,Kişi,0,Yox,Yox,30,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Yox,Hə,ayliq,Hə,kredit karti,89.9,2723.15,Yox,Hə Hə
0945-TSONX,Qadın,0,Hə,Hə,47,Hə,Hə,DSL,Hə,Hə,Yox,Hə,Hə,Hə,2illik,Hə,kredit karti,85.3,4107.25,Yox,Hə Hə
2651-ZCBXV,Kişi,0,Yox,Yox,54,Hə,Hə,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,2illik,Hə,kredit karti,108.0,5760.65,Yox,Hə Hə
3316-UWXUY,Kişi,0,Yox,Yox,50,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Yox,Hə,ayliq,Hə,kredit karti,93.5,4747.5,Yox,Hə Hə
8937-RDTHP,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,mail cek,84.6,84.6,Hə,Hə Hə
7083-MIOPC,Qadın,0,Yox,Yox,72,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,20.25,1566.9,Yox,Hə Yox
1984-GPTEH,Qadın,0,Yox,Yox,29,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,25.15,702,Yox,Hə Yox
1251-KRREG,Kişi,0,Yox,Yox,2,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,54.4,114.1,Hə,Hə Hə
0621-JFHOL,Qadın,0,Yox,Yox,10,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Yox,Yox,2illik,Hə,mail cek,29.6,299.05,Yox,Yox Hə
9903-LYSAB,Kişi,0,Hə,Yox,18,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,73.15,1305.95,Yox,Hə Hə
0094-OIFMO,Qadın,1,Yox,Yox,11,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,95.0,1120.3,Hə,Hə Hə
9227-UAQFT,Kişi,0,Yox,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.75,284.35,Yox,Hə Yox
7301-ABVAD,Qadın,0,Yox,Yox,72,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,86.6,6350.5,Yox,Hə Yox
6614-FHDBO,Kişi,0,Yox,Yox,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,109.2,7878.3,Yox,Hə Yox
7576-ASEJU,Qadın,0,Hə,Hə,41,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Hə,Hə,illik,Hə,kredit karti,74.7,3187.65,Yox,Hə Hə
9058-HRZSV,Qadın,1,Hə,Yox,65,Hə,Yox,Fiber optic,Hə,Hə,Hə,Yox,Yox,Hə,ayliq,Yox,elektronik cek,94.4,6126.15,Yox,Hə Yox
4522-AKYLR,Qadın,1,Yox,Yox,13,Hə,Yox,DSL,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,54.8,731.3,Yox,Hə Hə
0221-WMXNQ,Kişi,1,Yox,Yox,4,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,75.35,273.4,Yox,Hə Yox
0303-UNCIP,Kişi,0,Yox,Yox,41,Hə,Hə,DSL,Yox,Yox,Hə,Yox,Yox,Hə,illik,Yox,mail cek,65.0,2531.8,Yox,Hə Yox
9947-OTFQU,Kişi,1,Yox,Yox,15,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.4,1074.3,Hə,Hə Hə
0322-YINQP,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,48.55,48.55,Hə,Hə Hə
0959-WHOKV,Kişi,0,Yox,Yox,42,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Yox,Hə,illik,Hə,elektronik cek,99.0,4298.45,Yox,Hə Hə
4075-JFPGR,Qadın,0,Hə,Yox,51,Hə,Yox,Fiber optic,Hə,Hə,Hə,Yox,Hə,Yox,illik,Hə,elektronik cek,93.5,4619.55,Yox,Hə Hə
4629-NRXKX,Qadın,0,Hə,Hə,2,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,70.4,147.15,Hə,Hə Yox
9514-JDSKI,Kişi,1,Hə,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Hə,Yox,ayliq,Yox,elektronik cek,40.2,40.2,Hə,Yox Yox
3282-ZISZV,Kişi,0,Yox,Hə,32,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Hə,illik,Yox,kredit karti,83.7,2633.3,Yox,Hə Yox
3675-YDUPJ,Kişi,0,Yox,Yox,10,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.85,193.05,Yox,Hə Hə
4111-BNXIF,Qadın,0,Hə,Hə,67,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,59.55,4103.9,Yox,Yox Hə
7017-VFHAY,Qadın,0,Hə,Hə,61,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,115.1,7008.15,Yox,Hə Yox
6655-LHBYW,Kişi,0,Yox,Yox,50,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,illik,Yox,kredit karti,114.35,5791.1,Yox,Hə Yox
4959-JOSRX,Qadın,0,Hə,Yox,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,44.6,80.55,Hə,Hə Hə
5046-NUHWD,Qadın,1,Hə,Yox,29,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,45.0,1228.65,Yox,Yox Hə
7273-TEFQD,Kişi,1,Yox,Yox,3,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,41.15,132.2,Hə,Yox Hə
3606-TWKGI,Kişi,1,Yox,Yox,13,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,106.9,1364.3,Hə,Hə Hə
7529-ZDFXI,Kişi,1,Hə,Yox,57,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,89.85,4925.35,Yox,Hə Hə
7605-BDWDC,Qadın,0,Yox,Yox,31,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Hə,Yox,Hə,2illik,Hə,bank transfer,49.85,1520.1,Yox,Yox Hə
1950-KSVVJ,Qadın,0,Hə,Yox,45,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,illik,Yox,mail cek,113.3,5032.25,Yox,Hə Yox
0123-CRBRT,Qadın,0,Hə,Hə,61,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,mail cek,88.1,5526.75,Yox,Hə Yox
6292-TOSSS,Kişi,0,Yox,Yox,50,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,24.9,1195.25,Yox,Hə Yox
3197-ARFOY,Qadın,1,Yox,Yox,19,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,ayliq,Hə,mail cek,105.0,2007.25,Yox,Hə Hə
6323-AYBRX,Kişi,0,Yox,Yox,59,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.35,1099.6,Hə,Hə Yox
7014-ZZXAW,Qadın,0,Hə,Yox,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,kredit karti,24.25,1732.95,Yox,Hə Hə
4385-GZQXV,Qadın,1,Yox,Yox,16,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,94.45,1511.2,Hə,Hə Hə
7633-MVPUY,Kişi,0,Hə,Yox,57,Hə,Yox,DSL,Hə,Hə,Yox,Hə,Yox,Yox,2illik,Hə,elektronik cek,59.75,3450.15,Yox,Hə Hə
6366-ZGQGL,Kişi,0,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,bank transfer,24.8,24.8,Hə,Yox Yox
